data_snapshot,os,pn,nomenclatura,unidade_solicitante,situacao,condicao,onde_se_encontra,tat_siloms
2026-08-17,3040254201,2643090-3,SHIMMY DAMPER-NOSE GEAR,PAMALS,REC,REPARADO,V1 PAMA-LS,420.0
2026-08-17,3040254203,SE1070-6,SHIMMY DAMPENER ASSY,BACGINAT,OS concluída,,,
2026-08-17,3040254205,C660501-0103,"COMPASS,SPEC",PAMALS,REC,REPARADO,V1 PAMA-LS,420.0
2026-08-17,3040254206,C660501-0103,"COMPASS,SPEC",ALA 8,REC,EM REPARO EM GARANTIA,WILLIAM,420.0
2026-08-17,3040254208,C660501-0103,"COMPASS,SPEC",BABV,REC,REPARADO,V1 PAMA-LS,420.0
2026-08-17,3040254210,799-1,TRANSDUCER,BANT,REC,,BANT,420.0
2026-08-17,3040254792,2606013-1RX,INDICATOR-PERCENT RPM,BABR,REC,,BANT,411.0
2026-08-17,3040254770,069-1025-25,"RECEIVER-TRANSMITTER,RADIO - KX165",ALA 9,REC,EM REPARO,WILLIAM,411.0
2026-08-17,3040254799,453-5000-710,EMERGENCY LOCATOR TRANSMITTER MODEL C406-2,PAMASP,OS concluída,,,
2026-08-17,3040254806,C352TS,"EXTINGUISHER,FIRE",PAMALS,REC,REPARADO,V1 PAMA-LS,411.0
2026-08-17,3040254805,C352TS,"EXTINGUISHER,FIRE",PAMALS,OS concluída,,,
2026-08-17,3040254810,C352TS,"EXTINGUISHER,FIRE",PAMALS,OS concluída,,,
2026-08-17,3040254809,C352TS,"EXTINGUISHER,FIRE",PAMAGL,OS concluída,,,
2026-08-17,3040254803,C352TS,"EXTINGUISHER,FIRE",2 ETA,REC,REPARADO,V1 PAMA-LS,411.0
2026-08-17,3040254808,C352TS,"EXTINGUISHER,FIRE",BABR,REC,REPARADO,V1 PAMA-LS,411.0
2026-08-17,3040254795,D145-00-46-2,FLAP ACTUATOR ASSY,BABE,REC,,PAMA-LS,411.0
2026-08-17,3040254793,D145-00-46-2,FLAP ACTUATOR ASSY,PAMALS,REC,,PAMA-LS,411.0
2026-08-17,3040254815,C482001-0402,VACUUM REGULAT,PAMALS,REC,CONDENADO,VEE ONE,411.0
2026-08-17,3040254816,C482001-0402,VACUUM REGULAT,PAMALS,REC,CONDENADO,VEE ONE,411.0
2026-08-17,3040254820,2641011-5,AXLE-MAIN GEAR,BAMN,OS concluída,,,
2026-08-17,3040254817,2641011-5,AXLE-MAIN GEAR,BABE,OS concluída,,,
2026-08-17,3040254818,2641011-5,AXLE-MAIN GEAR,BABE,OS concluída,,,
2026-08-17,3040254819,2641011-5,AXLE-MAIN GEAR,BANT,OS concluída,,,
2026-08-17,3040254796,30994-001,BATTERY-MARATHON TSP410 NICAD,BAMN,OS concluída,,,
2026-08-17,3040254789,452-0133,"BATTERY,NONRECHARGEABLE",BAMN,REC,CONDENADO,VEE ONE,411.0
2026-08-17,3040254788,452-0133,"BATTERY,NONRECHARGEABLE",BAMN,REC,CONDENADO,VEE ONE,411.0
2026-08-17,3040254787,452-0133,"BATTERY PACK,AIRCRAFT",DACTA II,REC,CONDENADO,VEE ONE,411.0
2026-08-17,3040254786,452-0133,"BATTERY PACK,AIRCRAFT",BAMN,REC,CONDENADO,VEE ONE,411.0
2026-08-17,3040254785,452-0133,"BATTERY,NONRECHARGEABLE",BAMN,REC,CONDENADO,VEE ONE,411.0
2026-08-17,3040254784,452-0133,"BATTERY,NONRECHARGEABLE",DACTA II,REC,CONDENADO,VEE ONE,411.0
2026-08-17,3040255326,011-00916-00,DISPLAY UNIT GDU 1040A,BAMN,REC,,BAMN,402.0
2026-08-17,3040255319,702801-5,FUEL PUMP,PAMASP,REC,EM REPARO,VEE ONE,402.0
2026-08-17,3040255321,8210-002,"GOVERNOR,CONSTANT SPEED DRIVE",PAMALS,OS concluída,,,
2026-08-17,3040255461,DAAS-A-010-1,ADAS-D PROCESSOR,PAMALS,REC,EM REPARO,VEE ONE,398.0
2026-08-17,3040255589,071-01519-0101,"RECEIVER-EXCITER,RADAR",BANT,REC,,PROCURANDO,396.0
2026-08-17,3040255590,071-01519-0101,"RECEIVER-EXCITER,RADAR",PAMALS,OS concluída,,,
2026-08-17,3040255706,C661064-0237,AIRSPEED INDICATOR,BAMN,OS concluída,,,
2026-08-17,3040256114,5934PAD-3,"ALTIMETER,PRESSURE",PAMALS,REC,EM REPARO,VEE ONE,382.0
2026-08-17,3040256119,011-00878-10,GSA-81 TORQUE SERVO,BAPV,REC,EM REPARO,LEAP,382.0
2026-08-17,3040256112,011-00883-20,RADAR GWX 68 WEATHER,BABE,REC,,BAMN,382.0
2026-08-17,3040256115,5934PAD-3,"ALTIMETER,PRESSURE",PAMALS,OS concluída,,,
2026-08-17,3040256118,011-00878-10,GSA-81 TORQUE SERVO,BAPV,REC,,BACO,382.0
2026-08-17,3040256120,011-00916-10,"DISPLAY UNIT,FLIGHT INFORMATION",BAMN,OS concluída,,,
2026-08-17,3040256314,066-4010-12,RECEIVER VOR/LOC (KNS81),EEAR,REC,EM REPARO,LEAP,369.0
2026-08-17,3040256311,3121248-03,"VALVE ASSEMBLY,COMPRESSOR BLEED",PAMALS,OS concluída,,,
2026-08-17,3040256704,C661064-0237,AIRSPEED INDICATOR,PAMALS,OS concluída,,,
2026-08-17,3040256707,D210507,"GOVERNOR,OVERSPEED",PAMALS,OS concluída,,,
2026-08-17,3040256708,D210507,"GOVERNOR,OVERSPEED",PAMALS,REC,REPARADO,VEE ONE,360.0
2026-08-17,3040256702,C661064-0237,AIRSPEED INDICATOR,BABR,OS concluída,,,
2026-08-17,3040256703,C661064-0237,AIRSPEED INDICATOR,PAMALS,OS concluída,,,
2026-08-17,3040256662,030-18200,MAIN WHEEL BRAKE,BASM,OS concluída,,,
2026-08-17,3040256665,161-11700,INNER WHEEL HALF ASSY,BABV,OS concluída,,,
2026-08-17,3040256666,161-11700,INNER WHEEL HALF ASSY,PAMALS,OS concluída,,,
2026-08-17,3040256667,161-11700,INNER WHEEL HALF ASSY,PAMALS,OS concluída,,,
2026-08-17,3040256668,161-11700,INNER WHEEL HALF ASSY,PAMALS,OS concluída,,,
2026-08-17,3040256669,161-11700,INNER WHEEL HALF ASSY,PAMALS,OS concluída,,,
2026-08-17,3040256670,161-11700,INNER WHEEL HALF ASSY,PAMALS,OS concluída,,,
2026-08-17,3040256671,161-11700,INNER WHEEL HALF ASSY,PAMALS,REC,REPARADO,VEE ONE,360.0
2026-08-17,3040256698,030-18200,MAIN WHEEL BRAKE,PAMASP,REC,,PROCURANDO,360.0
2026-08-17,3040256713,030-18200,MAIN WHEEL BRAKE,ALA 3,REC,,BAMN,360.0
2026-08-17,3040256694,162-11800,WHEEL HALF ASSY-OUTER,BANT,OS concluída,,,
2026-08-17,3040256696,162-11800,WHEEL HALF ASSY-OUTER,PAMALS,REC,,PAMA-LS,360.0
2026-08-17,3040256672,161-12800,WHEEL HALF ASSY-INNER,PAMALS,REC,REPARADO,VEE ONE,360.0
2026-08-17,3040256675,161-12800,WHEEL HALF ASSY-INNER,BANT,OS concluída,,,
2026-08-17,3040256792,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",BAMN,REC,,PROCURANDO,360.0
2026-08-17,3040256787,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",PAMALS,REC,EM REPARO,VEE ONE,360.0
2026-08-17,3040256828,011-00883-20,RADAR GWX 68 WEATHER,PAMALS,REC,CONDENADO,V1 PAMA-LS,360.0
2026-08-17,3040256709,3121248-03,"VALVE ASSEMBLY,COMPRESSOR BLEED",PAMASP,REC,,BANT,357.0
2026-08-17,3040256673,161-12800,WHEEL HALF ASSY-INNER,PAMALS,REC,CONDENADO,VEE ONE,357.0
2026-08-17,3040257095,011-01105-01,INTEGRATED AVIONICS UNIT GIA63W,BABE,REC,EM REPARO,VEE ONE,353.0
2026-08-17,3040257096,011-01105-01,INTEGRATED AVIONICS UNIT GIA63W,BABE,REC,,BAMN,353.0
2026-08-17,3040257093,065-00183-0501,AUTOPILOT COMPUTER KFC225,BABE,REC,,BANT,353.0
2026-08-17,3040257094,065-00183-0501,AUTOPILOT COMPUTER KFC225,BABE,REC,,BANT,353.0
2026-08-17,3040257443,161-12800,WHEEL HALF ASSY-INNER,ALA 3,AUT,,NÃO TEVE MOVIMENTAÇÃO,341.0
2026-08-17,3040257442,C163030-1001,MAIN W BRAKE A,BAMN,OS concluída,REPARADO,VEE ONE,
2026-08-17,3040257452,3244809-8,"FUEL CONTROL,MAIN,TURBINE ENGINE",BAPV,OS concluída,,,
2026-08-17,3040257454,EA-5172-45-CES,"INDICATOR,AIRSPEED",BACG,OS concluída,,,
2026-08-17,3040257453,EA-5172-45-CES,"INDICATOR,AIRSPEED",ALA 7,REC,DEVOLVIDO NO ESTADO,WILLIAM,334.0
2026-08-17,3040257451,3244809-7,"FUEL CONTROL,MAIN,TURBINE ENGINE",PAMASP,REC,,BANT,334.0
2026-08-17,3040257450,3244809-4,"FUEL CONTROL,MAIN,TURBINE ENGINE",PAMASP,OS concluída,EM REPARO,LEAP,
2026-08-17,3040257438,030-18200,MAIN WHEEL BRAKE,BAMN,REC,REPARADO,VEE ONE,334.0
2026-08-17,3040257444,162-10700,OUTER WHEEL HALF ASSY,PAMALS,OS concluída,,,
2026-08-17,3040257447,162-10700,OUTER WHEEL HALF ASSY,PAMALS,OS concluída,,,
2026-08-17,3040257436,30994-001,BATTERY-MARATHON TSP410 NICAD,PAMALS,OS concluída,CONDENADO,AMA - VEE ONE,
2026-08-17,3040257441,030-18200,MAIN WHEEL BRAKE,BAPV,REC,,BAMN,334.0
2026-08-17,3040257440,030-18200,MAIN WHEEL BRAKE,BANT,REC,CONDENADO,VEE ONE,334.0
2026-08-17,3040257439,030-18200,MAIN WHEEL BRAKE,BAMN,REC,,BAMN,334.0
2026-08-17,3040258306,D210507,"GOVERNOR,OVERSPEED",PAMALS,REC,EM REPARO,LEAP,314.0
2026-08-17,3040258310,D210507,"GOVERNOR,OVERSPEED",BACO,OS concluída,,,
2026-08-17,3040258309,D210507,"GOVERNOR,OVERSPEED",BAMN,REC,EM REPARO,LEAP,314.0
2026-08-17,3040258308,D210507,"GOVERNOR,OVERSPEED",BAMN,OS concluída,,,
2026-08-17,3040258307,D210507,"GOVERNOR,OVERSPEED",ALA 5,OS concluída,,,
2026-08-17,3040258303,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",DACTA II,REC,EM REPARO,VEE ONE,314.0
2026-08-17,3040258422,2601188-8,COMPRESSOR DRIVE ASSY R134A,PAMASP,REC,,PROCURANDO,312.0
2026-08-17,3040258419,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",DACTA II,REC,EM REPARO,VEE ONE,312.0
2026-08-17,3040258420,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",BACO,REC,EM REPARO,VEE ONE,312.0
2026-08-17,3040258421,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",BABE,REC,,BACO,312.0
2026-08-17,3040258764,069-01034-0102,"NAVIGATION SET,SATELLITE SIGNALS KLN-94",PAMALS,REC,,BANT,305.0
2026-08-17,3040259152,066-01141-5101,"TRANSPONDER,RADAR",BABE,REC,,BANT,286.0
2026-08-17,3040259151,066-01141-5101,"TRANSPONDER,RADAR",BANT,REC,REPARADO,V1 PAMA-LS,286.0
2026-08-17,3040259251,064-1019-05,VHF TRANSCEIVE KY196,EEAR,REC,,EEAR,284.0
2026-08-17,3040259146,1U149-015-15,HORIZ. GYRO-STADBY,PAMALS,REC,EM REPARO,VEE ONE,283.0
2026-08-17,3040259147,162-10700,OUTER WHEEL HALF ASSY,BANT,REC,EM REPARO,AMA - VEE ONE,283.0
2026-08-17,3040259148,3049038-03,"VALVE,COMPRESSOR BLEED",BANT,OS concluída,,,
2026-08-17,3040259316,2606015-4,INDICATOR-OIL TEMP/OIL PRESS,BACG,REC,REPARADO,V1 PAMA-LS,280.0
2026-08-17,3040259564,C414007-0102,BLOWER ASSY,PAMALS,OS concluída,,,
2026-08-17,3040259568,C414007-0102,BLOWER ASSY,ALA 10,OS concluída,,,
2026-08-17,3040259570,C414007-0102,BLOWER ASSY,ALA 10,OS concluída,,,
2026-08-17,3040259694,025323-150,FUEL PUMP,PAMASP,REC,,BACO,272.0
2026-08-17,3040259922,C414007-0102,BLOWER ASSY,BANT,REC,REPARADO,V1 PAMA-LS,265.0
2026-08-17,3040259928,C414007-0102,BLOWER ASSY,PAMALS,REC,EM REPARO,VEE ONE,265.0
2026-08-17,3040259924,C414007-0102,BLOWER ASSY,BACG,REC,EM REPARO,VEE ONE,265.0
2026-08-17,3040259918,C414007-0102,BLOWER ASSY,ALA 10,REC,EM REPARO,VEE ONE,265.0
2026-08-17,3040259950,065-0060-01,"CONTROL,SERVO,AUTOMATIC PILOT",PAMALS,REC,EM REPARO,LEAP,265.0
2026-08-17,3040259949,065-0060-01,"CONTROL,SERVO,AUTOMATIC PILOT",PAMALS,REC,EM REPARO,LEAP,265.0
2026-08-17,3040259947,066-3046-07,"CONTROL,INDICATOR",EEAR,OS concluída,,,
2026-08-17,3040259946,066-3046-07,"CONTROL,INDICATOR",BANT,REC,,BANT,265.0
2026-08-17,3040259944,066-3046-07,"CONTROL,INDICATOR",EEAR,REC,,PAMA-LS,265.0
2026-08-17,3040260209,011-00916-00,DISPLAY UNIT GDU 1040A,PAMALS,REC,,BAMN,251.0
2026-08-17,3040260208,324843-W020,HEADSET-MICROPHONE,PAMALS,REC,VAI SER DEVOLVIDO SEM REPARO,WILLIAM,251.0
2026-08-17,3040260204,324843-W020,HEADSET-MICROPHONE,PAMALS,OS concluída,,,
2026-08-17,3040260205,324843-W020,HEADSET-MICROPHONE,PAMALS,OS concluída,,,
2026-08-17,3040260388,SD5H14C4527,AIR COMPRESSOR,PAMALS,REC,EM REPARO,VEE ONE,244.0
2026-08-17,3040260382,065-00183-0501,AUTOPILOT COMPUTER KFC225,BANT,REC,,BANT,244.0
2026-08-17,3040260389,SD5H14C4527,AIR COMPRESSOR,PAMALS,REC,EM REPARO,VEE ONE,244.0
2026-08-17,3040260517,ASG12000-2,ALTERNATOR,PAMALS,OS concluída,,,
2026-08-17,3040260524,51539-012M,CONTROL UNIT ASSY-GENERATOR,BANT,REC,,BACG,241.0
2026-08-17,3040260516,ASG12000-2,ALTERNATOR,PAMALS,REC,REPARADO,V1 PAMA-LS,241.0
2026-08-17,3040260523,9910592-2,ALTERNADOR,BAMN,REC,REPARADO,V1 PAMA-LS,241.0
2026-08-17,3040260522,9910592-2,ALTERNADOR,BAMN,REC,REPARADO,V1 PAMA-LS,241.0
2026-08-17,3040260547,161-12800,WHEEL HALF ASSY-INNER,EPCAR,OS concluída,REPARADO,VEE ONE,
2026-08-17,3040260545,161-11700,INNER WHEEL HALF ASSY,BACG,REC,REPARADO,VEE ONE,223.0
2026-08-17,3040260544,161-11700,INNER WHEEL HALF ASSY,BANT,REC,REPARADO,VEE ONE,223.0
2026-08-17,3040260546,161-12800,WHEEL HALF ASSY-INNER,PAMALS,REC,REPARADO,VEE ONE,223.0
2026-08-17,3040260548,161-11700,INNER WHEEL HALF ASSY,CLA,REC,REPARADO,VEE ONE,223.0
2026-08-17,3040260549,162-10700,OUTER WHEEL HALF ASSY,BACG,REC,REPARADO,VEE ONE,223.0
2026-08-17,3040260550,162-10700,OUTER WHEEL HALF ASSY,CLA,REC,REPARADO,VEE ONE,223.0
2026-08-17,3040260551,162-11800,WHEEL HALF ASSY-OUTER,BANT,REC,REPARADO,VEE ONE,223.0
2026-08-17,3040260552,30994-001,BATTERY-MARATHON TSP410 NICAD,BABE,OS concluída,CONDENADO,AMA - VEE ONE,
2026-08-17,3040260543,324843-W020,HEADSET-MICROPHONE,PAMALS,REC,VAI SER DEVOLVIDO SEM REPARO,WILLIAM,223.0
2026-08-17,3040260542,324843-W020,HEADSET-MICROPHONE,PAMALS,REC,,BABE,223.0
2026-08-17,3040260541,324843-W020,HEADSET-MICROPHONE,PAMALS,OS concluída,,,
2026-08-17,3040260540,324843-W020,HEADSET-MICROPHONE,PAMALS,OS concluída,,,
2026-08-17,3040260538,324843-W020,HEADSET-MICROPHONE,PAMALS,REC,,BABE,223.0
2026-08-17,3040260539,324843-W020,HEADSET-MICROPHONE,PAMALS,REC,,BABE,223.0
2026-08-17,3040260595,9910586-4,FLAP ACTUATOR AND MOTOR ASSEMBLY,7 ETA,REC,,BAMN,223.0
2026-08-17,3040260597,9910586-4,FLAP ACTUATOR AND MOTOR ASSEMBLY,BAPV,REC,REPARADO,VEE ONE,223.0
2026-08-17,3040260583,3244897-4,FUEL CONTROL UNIT,PAMALS,OS concluída,,,
2026-08-17,3040260750,3122678-04,FUEL CONTROL UNIT,PAMASP,REC,,BANT,215.0
2026-08-17,3040260752,3244897-4,FUEL CONTROL UNIT,PAMASP,OS concluída,,,
2026-08-17,3040260753,3244809-7,"FUEL CONTROL,MAIN,TURBINE ENGINE",PAMASP,OS concluída,,,
2026-08-17,3040260754,3244809-1,"FUEL CONTROL,MAIN,TURBINE ENGINE",PAMASP,REC,EM QUARENTENA,LEAP,215.0
2026-08-17,3040254794,C145-350,"MOTOR,DIRECT CURRENT",PAMALS,OS concluída,,,
2026-08-17,3040260913,064-1054-30,RECEIVER-TRANSMITTER SUBASSEMBLY,EPCAR,REC,REPARADO,V1 PAMA-LS,203.0
2026-08-17,3040260915,064-1054-30,RECEIVER-TRANSMITTER SUBASSEMBLY,PAMALS,REC,REPARADO,V1 PAMA-LS,203.0
2026-08-17,3040260811,3034792,BOMBA DE COMBUSTÍVEL,BAPV,REC,,BABR,201.0
2026-08-17,3040260812,3034792,BOMBA DE COMBUSTÍVEL,BACG,OS concluída,,,
2026-08-17,3040260922,162-11800,WHEEL HALF ASSY-OUTER,PAMALS,OS concluída,,,
2026-08-17,3040260923,030-18200,MAIN WHEEL BRAKE,BACO,REC,REPARADO,VEE ONE,201.0
2026-08-17,3040261389,3034792,BOMBA DE COMBUSTÍVEL,PAMASP,REC,REPARADO,V1 PAMA-LS,188.0
2026-08-17,3040261388,3034792,BOMBA DE COMBUSTÍVEL,BABR,OS concluída,,,
2026-08-17,3040261387,3034792,BOMBA DE COMBUSTÍVEL,BABR,OS concluída,,,
2026-08-17,3040261371,TFF2905-13,FUEL FLOW TRANSDUCER,ALA 8,REC,EM REPARO,WILLIAM,188.0
2026-08-17,3040261375,C661065-0240RX,"INDICATOR, AIRSPEED",BACG,REC,EM REPARO,WILLIAM,188.0
2026-08-17,3040261373,C661065-0240,AIRSPEED INDICATOR,BABE,REC,REPARADO,V1 PAMA-LS,188.0
2026-08-17,3040261322,011-00831-00,"ENGINE INTERFA,SPEC",BAPV,REC,REPARADO,VEE ONE,188.0
2026-08-17,3040261326,011-00882-10,"COMPUTER,AIR DATA",BAMN,OS concluída,,,
2026-08-17,3040261324,011-00882-10,"COMPUTER,AIR DATA",BAMN,OS concluída,,,
2026-08-17,3040261327,064-1054-30,RECEIVER-TRANSMITTER SUBASSEMBLY,PAMASP,REC,REPARADO,V1 PAMA-LS,188.0
2026-08-17,3040261336,066-01141-0101,"RECEIVER,RADIO",BANT,REC,REPARADO,V1 PAMA-LS,188.0
2026-08-17,3040261334,065-0065-01,SELECTOR ALT,BANT,REC,EM REPARO,WILLIAM,188.0
2026-08-17,3040261331,065-0061-36,ACTUATOR TRIM (KS272A),PAMASP,REC,,BABR,188.0
2026-08-17,3040261329,065-0061-36,ACTUATOR TRIM (KS272A),ALA 10,OS concluída,,,
2026-08-17,3040261335,065-0065-01,SELECTOR ALT,BANT,REC,EM REPARO,WILLIAM,188.0
2026-08-17,3040261342,066-3084-02,COLOR RADAR INDICATOR,BABV,REC,EM REPARO,WILLIAM,188.0
2026-08-17,3040261340,066-1053-00,"RECEIVER,RADIO",BASM,REC,REPARADO,V1 PAMA-LS,188.0
2026-08-17,3040261377,066-3054-01,INDICATOR RADAR ALTIMETER - TYPE KI250,PAMALS,REC,EM REPARO,WILLIAM,188.0
2026-08-17,3040261376,066-1061-03,RT RADAR ALTIM (KRA10A),PAMALS,REC,PARA REPARO,VEE ONE,188.0
2026-08-17,3040261352,1134380-4,EVAPORATOR MODULE ASSY-RH,BAMN,REC,CONDENADO,VEE ONE,188.0
2026-08-17,3040261347,071-1234-00,ANTENNA ACCESSORY,ALA 1,REC,EM REPARO,WILLIAM,188.0
2026-08-17,3040261344,066-4010-12,RECEIVER VOR/LOC (KNS81),ALA 10,REC,EM REPARO,WILLIAM,188.0
2026-08-17,3040261353,1H75-21,PRESSURE REGULATOR,BAMN,REC,,BAMN,188.0
2026-08-17,3040261357,2682001-1,BRAKE CYL MAST,BABE,OS concluída,,,
2026-08-17,3040261356,2670104-2,ANNUNCIATOR PANEL,PAMALS,REC,REPARADO,VEE ONE,188.0
2026-08-17,3040261355,2643100-201,NOSE GEAR STRUT ASSY - TALL FORK,BABR,OS concluída,,,
2026-08-17,3040261354,2643100-201,NOSE GEAR STRUT ASSY - TALL FORK,BANT,REC,EM REPARO,AV AERONAUTICA,188.0
2026-08-17,3040261364,8210-002-01,GOVERNOR PROPELLER,PAMASP,REC,REPARADO,VEE ONE,188.0
2026-08-17,3040261627,S3828-1,ALTIMETER,BAMN,REC,EM REPARO,WILLIAM,174.0
2026-08-17,3040261628,S3828-1,ALTIMETER,BABE,REC,REPARADO,V1 PAMA-LS,174.0
2026-08-17,3040261851,51539-012MRX,CONTROL UNIT ASSY-GENERATOR,BABE,REC,EM REPARO,VEE ONE,166.0
2026-08-17,3040261852,51539-012MRX,CONTROL UNIT ASSY-GENERATOR,BABE,REC,EM REPARO,VEE ONE,166.0
2026-08-17,3040261843,3034792,BOMBA DE COMBUSTÍVEL,PAMALS,REC,EM REPARO,VEE ONE,161.0
2026-08-17,3040262245,200SGL119Q-2,STARTER GENERATOR,BAMN,OS concluída,,,
2026-08-17,3040262246,200SGL119Q-2,STARTER GENERATOR,BAMN,OS concluída,,,
2026-08-17,3040262273,324843-W020,HEADSET-MICROPHONE,BABE,OS concluída,,,
2026-08-17,3040262275,324843-W020,HEADSET-MICROPHONE,BANT,OS concluída,,,
2026-08-17,3040262363,066-1055-00,AUDIO CONTROL PANEL,ALA 5,OS concluída,,,
2026-08-17,3040262367,066-1055-00,AUDIO CONTROL PANEL,ALA 9,REC,EM REPARO,WILLIAM,144.0
2026-08-17,3040262368,066-1055-00,AUDIO CONTROL PANEL,CLA,OS concluída,,,
2026-08-17,3040262372,51539-012M,CONTROL UNIT ASSY-GENERATOR,BANT,REC,,V1 PAMA-LS,144.0
2026-08-17,3040262371,51539-012N,CONTROL UNIT ASSY-GENERATOR,BANT,REC,REPARADO,V1 PAMA-LS,144.0
2026-08-17,3040262419,065-0061-36,ACTUATOR TRIM (KS272A),ALA 9,REC,EM REPARO,WILLIAM,139.0
2026-08-17,3040262734,C352,PORTABLE HALON FIRE EXTINGUISHERS,ALA 5,REC,EM REPARO,AV AERONAUTICA,126.0
2026-08-17,3040262738,C352TS,"EXTINGUISHER,FIRE",BANT,REC,,PROCURANDO,126.0
2026-08-17,3040262739,C352TS,"EXTINGUISHER,FIRE",BANT,REC,,PROCURANDO,126.0
2026-08-17,3040262740,C352TS,"EXTINGUISHER,FIRE",PAMALS,REC,,PROCURANDO,126.0
2026-08-17,3040262766,011-00883-20,RADAR GWX 68 WEATHER,BAMN,OS concluída,EM REPARO,VEE ONE,
2026-08-17,3040262765,011-00883-20,RADAR GWX 68 WEATHER,BAMN,REC,EM REPARO,VEE ONE,126.0
2026-08-17,3040262772,011-01020-10,AFCS MODE CONTROLLER GMC 710,BAMN,REC,EM REPARO,WILLIAM,126.0
2026-08-17,3040262770,011-01020-10,AFCS MODE CONTROLLER GMC 710,BAMN,REC,EM REPARO,WILLIAM,126.0
2026-08-17,3040262773,011-01020-10,AFCS MODE CONTROLLER GMC 710,BAMN,REC,EM REPARO,WILLIAM,126.0
2026-08-17,3040262746,066-1070-01,TRANSCEIVER DME (KN63),BABE,REC,EM REPARO,WILLIAM,126.0
2026-08-17,3040262745,064-1019-05,VHF TRANSCEIVE KY196,EEAR,REC,EM REPARO,VEE ONE,126.0
2026-08-17,3040262747,066-1072-00,RECEIVER ADF (KING KR87),ALA 7,REC,EM REPARO,WILLIAM,126.0
2026-08-17,3040262748,066-3046-07,"CONTROL,INDICATOR",BABR,REC,,BANT,126.0
2026-08-17,3040262769,066-3046-07,"CONTROL,INDICATOR",BABR,REC,,BANT,126.0
2026-08-17,3040262768,066-3046-07,"CONTROL,INDICATOR",EEAR,REC,EM REPARO,LEAP,126.0
2026-08-17,3040262767,066-3046-07,"CONTROL,INDICATOR",EEAR,REC,EM REPARO,LEAP,126.0
2026-08-17,3040262791,066-3060-00,IND RMI KNI582,BANT,REC,EM REPARO,LEAP,126.0
2026-08-17,3040262630,161-11700,INNER WHEEL HALF ASSY,BANT,REC,REPARADO,VEE ONE,126.0
2026-08-17,3040262792,066-3060-00,IND RMI KNI582,BANT,REC,EM REPARO,LEAP,126.0
2026-08-17,3040262634,162-10700,OUTER WHEEL HALF ASSY,BANT,REC,REPARADO,VEE ONE,126.0
2026-08-17,3040262632,161-12800,WHEEL HALF ASSY-INNER,BANT,OS concluída,REPARADO,VEE ONE,
2026-08-17,3040262633,161-12800,WHEEL HALF ASSY-INNER,BANT,REC,REPARADO,VEE ONE,126.0
2026-08-17,3040262635,162-11800,WHEEL HALF ASSY-OUTER,EPCAR,REC,REPARADO,VEE ONE,126.0
2026-08-17,3040262637,162-11800,WHEEL HALF ASSY-OUTER,BANT,REC,REPARADO,VEE ONE,126.0
2026-08-17,3040262636,162-11800,WHEEL HALF ASSY-OUTER,BANT,REC,REPARADO,VEE ONE,126.0
2026-08-17,3040262646,200SGL119Q,STARTER GENERATOR,PAMASP,OS concluída,,,
2026-08-17,3040262639,200SGL119Q,STARTER GENERATOR,PAMASP,OS concluída,,PAMA-LS,
2026-08-17,3040262638,200SGL119Q,STARTER GENERATOR,PAMALS,REC,EM REPARO,AV AERONAUTICA,126.0
2026-08-17,3040262757,2606015-2,IND OIL TEMP/P,PAMALS,REC,EM REPARO,VEE ONE,126.0
2026-08-17,3040262706,2641011-5,AXLE-MAIN GEAR,BAMN,REC,,BANT,126.0
2026-08-17,3040262707,2641011-5,AXLE-MAIN GEAR,BABV,REC,REPARADO,VEE ONE,126.0
2026-08-17,3040262717,2641011-5,AXLE-MAIN GEAR,BANT,REC,REPARADO,VEE ONE,126.0
2026-08-17,3040262714,2641011-5,AXLE-MAIN GEAR,BAPV,REC,,BANT,126.0
2026-08-17,3040262713,2641011-5,AXLE-MAIN GEAR,BAPV,REC,REPARADO,VEE ONE,126.0
2026-08-17,3040262712,2641011-5,AXLE-MAIN GEAR,BABR,REC,,BANT,126.0
2026-08-17,3040262711,2641011-5,AXLE-MAIN GEAR,BABR,REC,,BANT,126.0
2026-08-17,3040262709,2641011-5,AXLE-MAIN GEAR,PAMALS,REC,,BANT,126.0
2026-08-17,3040262708,2641011-5,AXLE-MAIN GEAR,PAMALS,REC,,BANT,126.0
2026-08-17,3040262744,3244809-1A,F.C.U,PAMALS,REC,EM REPARO,LEAP,126.0
2026-08-17,3040262758,9910338-4,FUEL TOTALIZER INDICATOR,PAMALS,REC,EM REPARO,VEE ONE,126.0
2026-08-17,3040262759,9910338-6,"TRANSMITTER,RATE OF FLOW",BAMN,REC,EM REPARO,WILLIAM,126.0
2026-08-17,3040262760,9910338-6,"TRANSMITTER,RATE OF FLOW",BANT,REC,EM REPARO,VEE ONE,126.0
2026-08-17,3040262966,2682001-1,BRAKE CYL MAST,BACO,OS concluída,,PAMA-LS,
2026-08-17,3040262967,2682001-1,BRAKE CYL MAST,PAMALS,REC,REPARADO,V1 PAMA-LS,124.0
